timestamp,gender,age,education_level,occupation,dna_knowledge,dna_info_source,support_national_dna_db_bf,dna_db_custodian_bf,dna_db_inclusion_criteria,include_crime_scene_profiles,offense_type_dna_recording,dna_storage_duration,dna_use_family_research,dna_use_disaster_research,dna_use_interpol_cooperation,dna_use_terrorism_fight,privacy_invasion_opinion,voluntary_dna_donation,privacy_risk_concern,database_misuse_concern,dna_use_in_investigations,police_lab_support_need,forensic_dna_private_sector,forensic_dna_autonomous_institution,message_to_investigators
2/26/2021 11:11,Male,35-60,University,Ministry of Justice,I am not sure,Others,Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,No,This investigation is essential for an effective outcome of judicial investigations
2/26/2021 11:12,Male,16-35,University,Others,I don't know,Others,Important,An autonomous institution,Entire population of Burkina Faso,am indifferent,All crimes,Indefinitely,Yes I agree,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Maybe,Yes,No problem,Important concerns,I don't know,Yes,Maybe,Yes,It's not well known to everyone. Perhaps communication on television to explain things better in Burkina Faso. It's only in movies that I hear about DNA
2/26/2021 11:28,Male,16-35,PhD,Ministry of Higher Education and Scientific Research,I don't know,Others,Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,No,Yes,No,No, great initiative
2/26/2021 11:36,Male,16-35,University,Ministry responsible for security,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,Yes I agree,"Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,No,Yes,am indifferent,Minor concerns,Maybe,Yes,No,No,That in case the structure comes into existence that it is not politicized where you have to know a person to have access that it is the people who respond to the profiles who go there
2/26/2021 12:46,Male,16-35,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Important concerns,Maybe,Yes,Yes,Yes,
2/26/2021 14:18,Male,35-60,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Condemned,No,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Minor concerns,Important concerns,No,Yes,No,Yes,"This will be a real step forward in judicial investigations. In fact, currently judicial investigations only consist of conducting hearings. Except for confessions, denunciations and flagrant crimes, it is almost impossible to discover an offense. The genetic database, to which the criminal identification service could be linked, will make it easier to find certain offenders. It will also make it possible to have the actual status of a person's convictions, something which will ensure the reliability of the criminal record. Courage to the initiators of the investigation and may the conclusions of this investigation have a favorable response among decision-makers."
2/26/2021 14:39,Male,16-35,University,Students,Yes,Reading (newspapers and scientific documents),Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Yes,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,No,Yes,This is a good initiative as it will help to better secure the lives of the population if it is used according to the rules of the art.
2/26/2021 15:29,Male,16-35,PhD,Others,Yes,Fiction films,Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,No I do not agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Minor concerns,Minor concerns,No,Yes,No,No,
2/26/2021 15:56,Male,16-35,University,Ministry responsible for security,No,Fiction films,Important,Ministry responsible for security,Condemned,Yes,Serious crimes only,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,yes I agree but in certain circumstances,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,No,Maybe,
2/26/2021 17:01,Male,16-35,PhD,Students,I am not sure,During my studies (secondary and/or higher),Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,yes I agree but in certain circumstances,yes I agree but in certain circumstances,Maybe,Yes,Minor concerns,Important concerns,Yes,Yes,I don't know,Maybe,
2/26/2021 17:23,Male,16-35,University,Ministry of Justice,I am not sure,Fiction films,Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Minor concerns,Important concerns,No,Yes,No,No,
2/26/2021 17:47,Male,35-60,University,Ministry responsible for security,Yes,Others,Important,Ministry of Justice,Convicts and suspects,No,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,No,Minor concerns,Important concerns,No,Yes,No,No,Courage and make the DNA file a reality in Burkina Faso
2/26/2021 18:01,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes,Until acquittal,Yes I agree,Yes I agree,Yes I agree,yes I agree but in certain circumstances,No,Yes,Minor concerns,Minor concerns,Maybe,Yes,No,Yes,Courage for this relevant study which could help in criminal investigations and the search for paternity.
2/26/2021 18:23,Male,35-60,PhD,Others,No,Others,Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,Serious crimes only,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,"Yes, but under certain conditions",Important concerns,Important concerns,Yes,Yes,No,Yes,Bravo share the results to the public
2/26/2021 21:00,Male,35-60,University,Others,No,"The media (TV news, radio, documentaries)",Important,Others,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,I don't know,Yes I agree,I don't know,Yes I agree,No,Maybe,am indifferent,Important concerns,No,Yes,No,Yes," A good project which deserves the accompaniment and support of all, especially political decision-makers"
2/26/2021 22:53,Male,16-35,University,Others,No,Others,Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,No I do not agree,Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Important concerns,Important concerns,I don't know,Yes,No,No,Courage and good luck.
2/27/2021 0:34,Male,35-60,Secondary,Others,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Convicts and suspects,Yes,All crimes,Until acquittal,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Important concerns,Important concerns,Yes,Yes,No,Yes, Doubling more determination and strategy
2/27/2021 8:03,Male,16-35,University,"Ministry of Higher Education and Scientific Research, Students",Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,No I do not agree,Yes I agree,Maybe,Maybe,Important concerns,Important concerns,Yes,Yes,No,Maybe,A good thing but to be taken with caution so as not to endanger the freedom and privacy of the population
2/27/2021 9:07,Male,35-60,University,Ministry of Justice,Yes,Fiction films,Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,No problem,No,Yes,No,Yes, My congratulations on the subject which I find relevant.
2/27/2021 9:44,Male,16-35,University,Others,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,No I do not agree,No I do not agree,Yes I agree,Yes I agree,No,Yes,No problem,Minor concerns,No,Yes,No,Yes, Congratulations and courage
2/27/2021 10:31,Female,16-35,University,Others,I am not sure,Others,Important,Ministry of Justice,"Convicts, suspects and volunteers",Yes,Serious crimes only,Indefinitely,Yes I agree,Yes I agree,I don't know,Yes I agree,Maybe,Yes,I have no response,No answer,I don't know,Yes,I don't know,Maybe,Very nice initiative because it will allow us to assess the level of knowledge of each person in the field of forensic research.
2/27/2021 11:01,Male,35-60,University,Ministry responsible for security,No,Fiction films,Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,No problem,Yes,Yes,No,Maybe,"A lot of courage to them for this career choice. Thanks to them, our countries will be able to elucidate many things that remain in the shadows."
2/27/2021 11:06,Male,16-35,University,Ministry responsible for security,No,Others,Not very important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,I don't know,I don't know,I don't know,I don't know,Maybe,"Yes, but under certain conditions",I have no response,Important concerns,No,Yes,No,Maybe,
2/27/2021 11:33,Male,16-35,University,Ministry responsible for security,I am not sure,"The media (TV news, radio, documentaries)",Not very important,Ministry of Justice,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,I don't know,Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Important concerns,Important concerns,No,Yes,No,Maybe,Really good luck because this area is little known or even unknown or unexploited in terms of criminal investigations at the level of the judicial police in our country. THANKS.
2/27/2021 11:37,Male,16-35,University,Students,Yes,Reading (newspapers and scientific documents),Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,No,Yes,No problem,Important concerns,I don't know,Yes,I don't know,Yes," This is a good thing. This area is sensitive and if the project were to be carried out, it should be autonomous."
2/27/2021 11:46,Male,35-60,University,Ministry responsible for security,Yes,Reading (newspapers and scientific documents),Not very important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,I don't know,I don't know,Yes I agree,No,Yes,No problem,Important concerns,Maybe,Yes,Maybe,Maybe,Very relevant themes that can help elucidate many crimes
2/27/2021 12:41,Male,16-35,University,Ministry responsible for security,No,Fiction films,Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Yes,Yes,No,No,Very relevant topic
2/27/2021 12:47,Male,16-35,University,Students,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,No,Yes,No,No,Encouragement and warm congratulations
2/27/2021 12:49,Male,16-35,University,Ministry responsible for security,No,Fiction films,Important,The national police and gendarmerie services,Convicts and suspects,No,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,No,Important concerns,Important concerns,No,Yes,No,No, Very good initiative
2/27/2021 12:52,Male,16-35,University,Others,I am not sure,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,Serious crimes only,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,yes I agree but in certain circumstances,Maybe,Maybe,Important concerns,Important concerns,Maybe,Yes,No,Maybe,Thank you and a lot of courage for the future
2/27/2021 13:24,Male,16-35,University,Others,No,Others,Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,No,Maybe,
2/27/2021 14:09,Male,35-60,PhD,Ministry responsible for security,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,
2/27/2021 15:05,Male,16-35,University,Ministry responsible for security,I am not sure,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Entire population of Burkina Faso,No,Serious crimes only,Until the death of the condemned,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",No I do not agree,yes I agree but in certain circumstances,Yes,"Yes, but under certain conditions",I don't know,Important concerns,Yes,Yes,No,Maybe,"I would like to salute the relevance of the project because we are increasingly seeing the complexity of crime so much so that the creation of a DNA database will help to elucidate certain situations. However, it is important that its management be entrusted to people full of ethics. This is why I plead for the creation of an autonomous institution. Thank you for joining me in your initiative."
2/27/2021 15:29,Male,16-35,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,I don't know,Yes,No,No, can't wait for this project to see the light of day and contribute positively to a revolution in criminal investigations in Burkina Faso.
2/27/2021 18:19,Male,16-35,University,Others,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Important concerns,No,Yes,No,Yes, Very nice initiative but let's hope that this does not remain at the project level alone.
2/27/2021 22:02,Male,35-60,University,Ministry responsible for security,No,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,Serious crimes only,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,Important concerns,No,Yes,No,Maybe,"Great initiative, can't wait to implement this option to better elucidate certain crimes"
2/27/2021 22:41,Female,16-35,University,Students,Yes,Fiction films,Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,No,Yes, Courage for the future
2/27/2021 23:04,Male,35-60,University,Others,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",am indifferent,Important concerns,Yes,Yes,I don't know,No,May the results be used wisely
2/27/2021 23:37,Female,16-35,University,Students,No,Others,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,Yes,Minor concerns,Important concerns,I don't know,Yes,No,Maybe,Very nice initiative and good luck for the future
2/27/2021 23:46,Male,16-35,PhD,Others,Yes,During my studies (secondary and/or higher),Important,Others,Convicts and suspects,Yes,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,Yes,Minor concerns,Important concerns,No,No,No,Yes,RAS
2/27/2021 23:59,Female,16-35,University,Students,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,"Convicts, suspects and volunteers",I don't know,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,I don't know,Yes,No,Yes,
2/28/2021 0:05,Female,16-35,University,Students,No,Fiction films,Unitile,Ministry of Justice,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,No I do not agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Maybe,Important concerns,Important concerns,No,Yes,No,No,Very nice initiative. Bravery!
2/28/2021 0:06,Male,16-35,University,Others,Yes,During my studies (secondary and/or higher),Important,Ministry of Justice,Convicts and suspects,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Important concerns,Yes,Yes,No,Maybe,
2/28/2021 2:55,Female,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,No I do not agree,Yes I agree,Maybe,Maybe,Important concerns,Important concerns,I don't know,Yes,No,No,
2/28/2021 3:23,Female,16-35,University,Others,No,During my studies (secondary and/or higher),Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,yes I agree but in certain circumstances,Yes I agree,No,"Yes, but under certain conditions",No problem,Important concerns,Yes,Yes,Yes,No,"It's a very nice initiative, we hope that it will see the light of day in Burkina Faso. Thank you"
2/28/2021 4:16,Male,16-35,University,Students,I am not sure,During my studies (secondary and/or higher),Important,An autonomous institution,"Convicts, suspects and volunteers",am indifferent,No answer,Indefinitely,Yes I agree,Yes I agree,I don't know,Yes I agree,Maybe,Maybe,Important concerns,Important concerns,Maybe,Yes,Maybe,Maybe, A very nice initiative
2/28/2021 11:10,Female,16-35,University,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",I don't know,Yes I agree,Yes I agree,Maybe,Maybe,Important concerns,Important concerns,No,Yes,No,No, Thank you and congratulations for this initiative. Having such a laboratory would be very beneficial for our country. But can Burkina Faso afford such a large-scale laboratory given its financial problems?
2/28/2021 11:56,Female,16-35,University,Others,Yes,Fiction films,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Minor concerns,Important concerns,I don't know,No,No,Yes,
2/28/2021 12:46,Male,16-35,University,Others,I am not sure,"The media (TV news, radio, documentaries)",Ineffective,An autonomous institution,Condemned,Yes,Serious crimes only,Until the death of the condemned,I don't know,No I do not agree,No I do not agree,yes I agree but in certain circumstances,Yes,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,I hope that those who have this information will be bound by professional secrets.
2/28/2021 13:21,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Important,Ministry of Justice,Condemned,No,All crimes and offenses,Indefinitely,Yes I agree,"Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Yes,Yes,No,No,
2/28/2021 14:05,Female,16-35,University,Students,Yes,Fiction films,Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,No,Yes,Minor concerns,Minor concerns,Maybe,Yes,No,Maybe,"The subject is interesting. I wish them courage. If I may, I find that some questions were not clear enough. This is my humble opinion. I hope this investigation bears fruit."
2/28/2021 14:38,Male,16-35,Secondary,Others,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",I don't know,Serious crimes only,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,I have no response,I don't know,No,Yes,No,No,
2/28/2021 15:02,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,Fiction films,Not very important,An autonomous institution,Convicts and suspects,Yes,Serious crimes only,Until acquittal,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,yes I agree but in certain circumstances,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,No,Yes,
2/28/2021 15:08,Male,16-35,University,Others,No,Others,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",I don't know,Yes I agree,Yes I agree,Yes,Yes,Important concerns,Important concerns,Yes,Yes,No,Yes,It's a very good theme. Good luck and good luck to you
2/28/2021 15:12,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,No,Others,Not very important,The national police and gendarmerie services,"Convicts, suspects and volunteers",am indifferent,All crimes,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",No I do not agree,yes I agree but in certain circumstances,Yes,"Yes, but under certain conditions",Important concerns,Important concerns,I don't know,Maybe,No,Maybe,"The questions did not provide response options for those unfamiliar with the topic, and an introductory note was not provided. Courage"
2/28/2021 15:16,Female,35-60,PhD,Ministry of Higher Education and Scientific Research,No,Others,Unitile,An autonomous institution,Condemned,No,Serious crimes only,Until acquittal,No I do not agree,No I do not agree,No I do not agree,Yes I agree,Yes,No,Important concerns,Important concerns,Yes,Yes,No,No, Interesting and important subject.
2/28/2021 16:09,Male,16-35,University,Others,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,Yes,Yes,This survey is very relevant
2/28/2021 16:29,Female,35-60,University,Ministry of Higher Education and Scientific Research,I am not sure,During my studies (secondary and/or higher),Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,No answer,Until acquittal,Yes I agree,"Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,No,"Yes, but under certain conditions",I have no response,No answer,Yes,Yes,No,No,RAS
2/28/2021 20:26,Female,16-35,Secondary,Others,I am not sure,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,No,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,Maybe,Yes,"Courage to them, can't wait for this to see the light of day in Burkina Faso"
2/28/2021 22:20,Male,16-35,University,Students,No,Fiction films,Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,Important concerns,Maybe,Yes,Yes,Yes,It's a good idea and initiative
3/1/2021 10:34,Male,35-60,University,Others,I am not sure,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Convicts and suspects,I don't know,All crimes,No answer,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,Maybe,Important concerns,Important concerns,No,Yes,No,Yes,
3/1/2021 10:48,Male,16-35,PhD,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Yes,Yes,No,Yes,THANKS
3/1/2021 18:42,Male,16-35,University,Ministry of Justice,I am not sure,Fiction films,Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Maybe,Yes,Minor concerns,Important concerns,No,Yes,No,No,A lot of courage. The results of your work could inspire decision-makers.
3/1/2021 18:49,Male,16-35,University,Ministry of Justice,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,No problem,Yes,Yes,No,No,"In my opinion, this is a very good initiative. She will be able to help solve many cases of blood crimes."
3/1/2021 19:15,Male,16-35,University,Ministry of Justice,No,Reading (newspapers and scientific documents),Not very important,An autonomous institution,Condemned,Yes,Serious crimes only,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,yes I agree but in certain circumstances,Yes,No,Important concerns,Important concerns,Maybe,Yes,No,Yes,
3/1/2021 19:20,Male,16-35,University,Ministry responsible for security,I am not sure,Others,Important,Ministry responsible for security,"Convicts, suspects and volunteers",No,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Important concerns,Important concerns,Yes,Yes,Yes,No,This is an area of great interest. Courage
3/1/2021 19:46,Male,16-35,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Important concerns,Important concerns,No,Yes,Maybe,No,Congratulations on exploring this area. Very relevant for active justice in the current state where crime is modernizing.
3/1/2021 19:50,Male,16-35,University,Ministry of Justice,I am not sure,Fiction films,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,No I do not agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,Indifferent,No,Yes,No,Yes,Very good theme. Good luck above all
3/1/2021 21:16,Female,16-35,University,Ministry of Justice,No,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,Yes I agree,No I do not agree,Yes I agree,Yes I agree,No,Yes,No problem,Indifferent,Yes,Yes,Maybe,Yes,Courage for the future and can't wait for this genetic database to be a reality in Burkina Faso
3/1/2021 21:31,Male,35-60,University,Ministry of Justice,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,Until acquittal,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,"Yes, but under certain conditions",Important concerns,Important concerns,Yes,Yes,No,No,
3/1/2021 21:51,Male,35-60,PhD,Others,Yes,Reading (newspapers and scientific documents),Important,An autonomous institution,Convicts and suspects,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,No,Yes,Important concerns,Important concerns,Yes,Yes,No,Yes, Courage. But Africa would benefit from having a high quality and inviolable computer system for this first. THANKS
3/2/2021 8:01,Male,35-60,University,Ministry of Justice,No,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Minor concerns,Minor concerns,No,Yes,No,No,Nothing to say.
3/2/2021 9:48,Male,35-60,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Convicts and suspects,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,
3/2/2021 9:54,Male,35-60,University,Ministry of Justice,No,Fiction films,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,yes I agree but in certain circumstances,yes I agree but in certain circumstances,No,Yes,No problem,Important concerns,No,Yes,No,Yes,
3/2/2021 12:21,Male,16-35,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,yes I agree but in certain circumstances,Maybe,Yes,Minor concerns,Important concerns,Maybe,Yes,No,Yes,
3/2/2021 13:32,Male,16-35,University,Ministry of Justice,I am not sure,Others,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,"Yes, I agree but in certain circumstances",No I do not agree,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,No,Yes,
